Student_ID,Status,Kohort,Is_Dropout,Skor_Risiko,Level_Risiko,Program_Studi,Jalur_Masuk,Kelas,Gender_Label,Kelompok_Usia,Age_at_enrollment,Status_Pernikahan,Debtor_Label,Tuition_fees_up_to_date_Label,Scholarship_holder_Label,Displaced_Label,Educational_special_needs_Label,International_Label,Admission_grade,Previous_qualification_grade,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Approval_Rate,Rata_Nilai,Kategori_Performa,Unemployment_rate,Inflation_rate,GDP
STD-0036,Dropout,Telah Selesai,1.0,86.8,Tinggi,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Menunggak,Tidak,Tidak,Tidak,Domestik,121.4,120.0,6,4,13.0,6,5,13.8,75.0,13.4,Sedang (50-75%),12.4,0.5,1.79
STD-0037,Dropout,Telah Selesai,1.0,99.8,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Perempuan,28-35,29,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,109.7,133.1,5,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-0038,Graduate,Telah Selesai,0.0,6.4,Rendah,Social Service,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,127.6,130.0,6,6,11.666666666666666,6,5,13.2,91.7,12.43,Baik (>75%),11.1,0.6,2.02
STD-0039,Graduate,Telah Selesai,0.0,12.8,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,132.4,132.0,7,6,13.516666666666666,8,7,13.771428571428572,86.7,13.64,Baik (>75%),11.1,0.6,2.02
STD-0040,Graduate,Telah Selesai,0.0,1.0,Rendah,Social Service (eve),Tech. specialization holder,Kelas Malam,Perempuan,21-23,21,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,133.4,130.0,6,6,11.5,6,6,13.285714285714286,100.0,12.39,Baik (>75%),12.4,0.5,1.79
STD-0041,Graduate,Telah Selesai,0.0,1.3,Rendah,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,126.1,139.0,6,5,12.333333333333334,6,6,12.833333333333334,91.7,12.58,Baik (>75%),12.7,3.7,-1.7
STD-0042,Graduate,Telah Selesai,0.0,2.0,Rendah,Tourism,Over 23 years old,Reguler (Siang),Perempuan,24-27,24,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,113.5,130.0,6,6,13.666666666666666,6,6,14.166666666666666,100.0,13.92,Baik (>75%),12.4,0.5,1.79
STD-0043,Graduate,Telah Selesai,0.0,13.4,Rendah,Equinculture,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,159.3,167.0,5,5,14.714285714285714,5,5,15.8,100.0,15.26,Baik (>75%),7.6,2.6,0.32
STD-0044,Dropout,Telah Selesai,1.0,14.1,Rendah,Management (evening),Over 23 years old,Kelas Malam,Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,120.0,130.0,5,5,10.6,5,5,11.0,100.0,10.8,Baik (>75%),9.4,-0.8,-3.12
STD-0045,Graduate,Telah Selesai,0.0,1.5,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,129.1,130.0,7,7,13.044444444444444,8,8,13.595,100.0,13.32,Baik (>75%),15.5,2.8,-4.06
STD-0046,Dropout,Telah Selesai,1.0,99.9,Tinggi,Tourism,Holder of other higher course,Reguler (Siang),Perempuan,>35,39,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.0,130.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),12.4,0.5,1.79
STD-0047,Dropout,Telah Selesai,1.0,19.2,Rendah,Equinculture,Over 23 years old,Reguler (Siang),Perempuan,24-27,27,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,155.3,129.0,6,5,13.0,11,10,12.9,88.2,12.95,Baik (>75%),12.4,0.5,1.79
STD-0048,Graduate,Telah Selesai,0.0,2.8,Rendah,Nursing,2nd phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,139.8,141.0,8,8,14.935,8,8,14.935,100.0,14.94,Baik (>75%),9.4,-0.8,-3.12
STD-0049,Graduate,Telah Selesai,0.0,21.6,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.9,125.0,7,6,13.133333333333333,8,7,12.221428571428572,86.7,12.68,Baik (>75%),16.2,0.3,-0.92
STD-0050,Graduate,Telah Selesai,0.0,2.7,Rendah,Social Service,Tech. specialization holder,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,131.9,130.0,6,6,12.0,6,6,12.0,100.0,12.0,Baik (>75%),13.9,-0.3,0.79
STD-0051,Dropout,Telah Selesai,1.0,83.5,Tinggi,Nursing,Transfer,Reguler (Siang),Laki-laki,28-35,29,Divorced,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,126.0,133.1,7,5,11.9,8,5,11.0,66.7,11.45,Sedang (50-75%),13.9,-0.3,0.79
STD-0052,Graduate,Telah Selesai,0.0,32.9,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,128.2,139.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-0053,Graduate,Telah Selesai,0.0,3.7,Rendah,Agronomy,Tech. specialization holder,Reguler (Siang),Laki-laki,21-23,23,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,130.0,130.0,6,6,12.571428571428571,6,6,12.428571428571429,100.0,12.5,Baik (>75%),8.9,1.4,3.51
STD-0054,Dropout,Telah Selesai,1.0,29.7,Rendah,Management,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,120.1,125.0,5,5,11.2,5,4,10.75,90.0,10.98,Baik (>75%),16.2,0.3,-0.92
STD-0055,Graduate,Telah Selesai,0.0,29.5,Rendah,Nursing,2nd phase - general,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,130.8,150.0,7,7,11.975,8,8,13.75,100.0,12.86,Baik (>75%),13.9,-0.3,0.79
STD-0056,Dropout,Telah Selesai,1.0,53.0,Sedang,Animation & Multimedia,1st phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,135.8,141.0,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),15.5,2.8,-4.06
STD-0057,Dropout,Telah Selesai,1.0,99.0,Tinggi,Tourism,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,111.7,118.0,6,3,11.666666666666666,6,1,12.0,33.3,11.83,Rendah (25-50%),12.4,0.5,1.79
STD-0058,Graduate,Telah Selesai,0.0,71.8,Tinggi,Journalism & Comm,1st phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,132.9,142.0,6,6,12.333333333333334,6,3,12.333333333333334,75.0,12.33,Sedang (50-75%),10.8,1.4,1.74
STD-0059,Dropout,Telah Selesai,1.0,93.9,Tinggi,Management,2nd phase - general,Reguler (Siang),Laki-laki,<=20,18,Single,Ya,Lunas,Tidak,Ya,Tidak,Domestik,115.5,120.0,5,3,10.333333333333334,5,3,10.857142857142858,60.0,10.6,Sedang (50-75%),10.8,1.4,1.74
STD-0060,Dropout,Telah Selesai,1.0,93.1,Tinggi,Tourism,3rd phase - general,Reguler (Siang),Laki-laki,21-23,21,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,106.0,106.0,6,4,10.5,6,1,11.0,41.7,10.75,Rendah (25-50%),9.4,-0.8,-3.12
STD-0061,Graduate,Telah Selesai,0.0,22.0,Rendah,Journalism & Comm,2nd phase - general,Reguler (Siang),Laki-laki,<=20,19,Single,Ya,Lunas,Ya,Ya,Tidak,Domestik,120.3,121.0,6,6,13.666666666666666,6,6,13.333333333333334,100.0,13.5,Baik (>75%),8.9,1.4,3.51
STD-0062,Graduate,Telah Selesai,0.0,4.4,Rendah,Nursing,2nd phase - general,Reguler (Siang),Laki-laki,21-23,22,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,130.8,150.0,7,7,14.842857142857142,8,8,15.055555555555555,100.0,14.95,Baik (>75%),16.2,0.3,-0.92
STD-0063,Graduate,Telah Selesai,0.0,1.8,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Laki-laki,28-35,33,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,117.0,120.0,6,6,12.0,6,6,11.666666666666666,100.0,11.83,Baik (>75%),10.8,1.4,1.74
STD-0064,Dropout,Telah Selesai,1.0,66.1,Tinggi,Basic Education,1st phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.2,114.0,6,5,12.2,6,5,12.2,83.3,12.2,Baik (>75%),10.8,1.4,1.74
STD-0065,Dropout,Telah Selesai,1.0,99.8,Tinggi,Management (evening),Over 23 years old,Kelas Malam,Laki-laki,28-35,35,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,155.7,140.0,1,0,0.0,5,0,0.0,0.0,0.0,Kritis (<25%),10.8,1.4,1.74
STD-0066,Dropout,Telah Selesai,1.0,94.8,Tinggi,Agronomy,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,180.4,160.0,12,6,12.166666666666666,12,10,13.3,66.7,12.73,Sedang (50-75%),12.4,0.5,1.79
STD-0067,Graduate,Telah Selesai,0.0,7.4,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,28-35,33,Married,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.0,130.0,6,6,11.0,6,5,11.0,91.7,11.0,Baik (>75%),9.4,-0.8,-3.12
STD-0068,Graduate,Telah Selesai,0.0,4.4,Rendah,Nursing,Transfer,Reguler (Siang),Perempuan,21-23,22,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,161.0,160.0,8,7,13.08,8,7,13.08,87.5,13.08,Baik (>75%),10.8,1.4,1.74
STD-0069,Graduate,Telah Selesai,0.0,7.8,Rendah,Advertising & Marketing,Over 23 years old,Reguler (Siang),Perempuan,24-27,25,Single,Tidak,Lunas,Ya,Tidak,Tidak,Domestik,100.0,120.0,5,4,10.5,5,5,11.6,90.0,11.05,Baik (>75%),9.4,-0.8,-3.12
STD-0070,Graduate,Telah Selesai,0.0,6.3,Rendah,Communication Design,2nd phase - general,Reguler (Siang),Laki-laki,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.6,124.0,6,6,10.666666666666666,6,5,11.2,91.7,10.93,Baik (>75%),7.6,2.6,0.32
STD-0071,Dropout,Telah Selesai,1.0,100.0,Tinggi,Nursing,Over 23 years old,Reguler (Siang),Laki-laki,24-27,24,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,100.8,133.1,7,0,0.0,7,0,0.0,0.0,0.0,Kritis (<25%),13.9,-0.3,0.79
STD-0072,Graduate,Telah Selesai,0.0,60.7,Tinggi,Journalism & Comm,2nd phase - general,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Menunggak,Tidak,Ya,Tidak,Internasional,105.0,133.1,6,6,14.0,6,6,13.5,100.0,13.75,Baik (>75%),8.9,1.4,3.51
STD-0073,Dropout,Telah Selesai,1.0,99.7,Tinggi,Equinculture,International student,Reguler (Siang),Perempuan,24-27,26,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Internasional,100.0,133.1,6,2,12.0,6,0,0.0,16.7,6.0,Kritis (<25%),8.9,1.4,3.51
STD-0074,Dropout,Telah Selesai,1.0,100.0,Tinggi,Basic Education,Over 23 years old,Reguler (Siang),Perempuan,>35,39,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,115.5,133.1,6,3,12.666666666666666,6,0,0.0,25.0,6.33,Kritis (<25%),7.6,2.6,0.32
STD-0075,Graduate,Telah Selesai,0.0,2.9,Rendah,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,44,Married,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,114.0,133.1,8,8,11.875,6,6,12.333333333333334,100.0,12.1,Baik (>75%),12.7,3.7,-1.7
STD-0076,Graduate,Telah Selesai,0.0,4.7,Rendah,Journalism & Comm,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,124.9,135.0,6,6,13.666666666666666,6,6,13.333333333333334,100.0,13.5,Baik (>75%),8.9,1.4,3.51
STD-0077,Graduate,Telah Selesai,0.0,2.0,Rendah,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,18,Single,Tidak,Lunas,Ya,Ya,Tidak,Domestik,120.3,132.0,7,7,13.75,8,8,14.47777777777778,100.0,14.11,Baik (>75%),12.4,0.5,1.79
STD-0078,Dropout,Telah Selesai,1.0,100.0,Tinggi,Nursing,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Ya,Menunggak,Tidak,Ya,Tidak,Domestik,111.5,115.0,7,4,11.96,7,0,0.0,28.6,5.98,Rendah (25-50%),13.9,-0.3,0.79
STD-0079,Dropout,Telah Selesai,1.0,70.1,Tinggi,Veterinary Nursing,Short cycle holder,Reguler (Siang),Perempuan,21-23,21,Single,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,128.8,130.0,10,8,12.875,9,5,13.4,68.4,13.14,Sedang (50-75%),8.9,1.4,3.51
STD-0080,Graduate,Telah Selesai,0.0,70.8,Tinggi,Animation & Multimedia,1st phase - general,Reguler (Siang),Perempuan,<=20,20,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,110.0,133.1,0,0,0.0,0,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
STD-0081,Dropout,Telah Selesai,1.0,99.5,Tinggi,Social Service (eve),Over 23 years old,Kelas Malam,Perempuan,>35,36,Married,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,113.5,130.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),9.4,-0.8,-3.12
STD-0082,Graduate,Telah Selesai,0.0,0.5,Rendah,Agronomy,Over 23 years old,Reguler (Siang),Perempuan,>35,43,Divorced,Tidak,Lunas,Tidak,Tidak,Tidak,Domestik,160.0,133.1,18,18,14.63157894736842,13,13,14.23076923076923,100.0,14.43,Baik (>75%),15.5,2.8,-4.06
STD-0083,Dropout,Telah Selesai,1.0,100.0,Tinggi,Basic Education,3rd phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,117.4,123.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),11.1,0.6,2.02
STD-0084,Graduate,Telah Selesai,0.0,7.8,Rendah,Communication Design,Change of institution/course,Reguler (Siang),Perempuan,<=20,20,Single,Ya,Lunas,Tidak,Tidak,Tidak,Domestik,122.2,130.0,10,10,13.0,11,11,12.272727272727272,100.0,12.64,Baik (>75%),11.1,0.6,2.02
STD-0085,Dropout,Telah Selesai,1.0,99.5,Tinggi,Social Service,1st phase - general,Reguler (Siang),Perempuan,<=20,19,Single,Tidak,Lunas,Tidak,Ya,Tidak,Domestik,118.2,122.0,6,0,0.0,6,0,0.0,0.0,0.0,Kritis (<25%),16.2,0.3,-0.92
